Accession Number,Image File,Main Title,Parent Title,Object Type,Creator Name,Creator Birth Year,Creator Death Year,Creator Nationality,Creator Gender,Creator Role,Creator Birth Place,Creator Death Place,Additional Creator Name,Additional Creator Birth Year,Additional Creator Death Year,Additional Creator Nationality,Additional Creator Gender,Additional Creator Birth Location,Additional Creator Death Location,Additional Creator Role,Earliest Date Created,Latest Date Created,Display Date Created,Credit Line,Copyright,Medium,Subject Keywords,Object Link,Measurement Height,Measurement Width,Measurement Depth,Measurement Units,Measurement Extent,Related Object ID,Related Object Relationship Type,Related Object Note
1999.25.40,ACMAA_1999-25-40.tif,Sculpture on Church of San JosÈ,,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1852,1852,1852,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink and opaque watercolor on paper,"mission, San Antonio, TX, sculpture",http://www.cartermuseum.org/custom/acm_display.php?irn=124672&QueryPage=%2Fcustom%2Findex.php,22.7,13.8,,cm,,,,
1999.25.41,ACMAA_1999-25-41.tif,Water Hole on the Guadeloupe,,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1851,1851,1851,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink and opaque watercolor on paper,Guadalupe River,http://www.cartermuseum.org/custom/acm_display.php?irn=9022&QueryPage=%2Fcustom%2Findex.php,22.2,14.6,,cm,,,,
1999.25.47,ACMAA_1999-25-47.tif,Pedestal from the Front Gate of the Church of the Alamo,,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1852,1852,1852,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink and opaque watercolor on paper,"mission, Alamo, San Antonio, TX, gate",http://www.cartermuseum.org/custom/acm_display.php?irn=43651&QueryPage=%2Fcustom%2Findex.php,20.3,14.9,,cm,,,,
1999.25.51,ACMAA_1999-25-51.tif,"Head Spring, San Antonio, River",,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1852,1852,1852,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink on paper,"river, trees",http://www.cartermuseum.org/custom/acm_display.php?irn=93898&QueryPage=%2Fcustom%2Findex.php,27.6,21.6,,cm,,,,
1999.25.55,ACMAA_1999-25-55.tif,"Fort St. Mark's, St. Augustine",,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1853,1853,1853,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink and opaque watercolor on paper,"St. Augustine, Florida, landscapes, seascapes, beaches, forts, coastlines",http://www.cartermuseum.org/custom/acm_display.php?irn=54114&QueryPage=%2Fcustom%2Findex.php,15.2,23.2,,cm,,,,
1999.25.56,ACMAA_1999-25-56.tif,"Fort Gaines, Sanding, Massachusetts",,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1853,1853,1853,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink on paper,"Massachusetts, forts, buildings, architecture, Waterfalls",http://www.cartermuseum.org/custom/acm_display.php?irn=57003&QueryPage=%2Fcustom%2Findex.php,18.7,26.4,,cm,,,,
1999.25.60,ACMAA_1999-25-60.tif,"Harper's Ferry, Virginia",,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1849,1849,1849,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink on paper,"Virginia, landscapes, aerial views, bird's-eye views",http://www.cartermuseum.org/custom/acm_display.php?irn=111823&QueryPage=%2Fcustom%2Findex.php,20,27,,cm,,,,
1999.25.63,ACMAA_1999-25-63.tif,Bryants Wood Farm,,drawings,James Gilchrist Benton,1825,1861,American,male,artist,"Lebanon, New Hampshire","Springfield, Massachusetts",,,,,,,,,1853,1853,1853,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink on paper,"landscapes, farms, agriculture, farming",http://www.cartermuseum.org/custom/acm_display.php?irn=6491&QueryPage=%2Fcustom%2Findex.php,12.7,17.6,,cm,,,,
1999.27,ACMAA_1999-27.tif,Italian Fruit Dish,,paintings,Hugh Henry Breckenridge,1870,1937,American,male,artist,"Leesburg, Virginia","Philadelphia, Pennsylvania",,,,,,,,,1931,1931,1931,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Abstract, still lifes",http://www.cartermuseum.org/custom/acm_display.php?irn=5350&QueryPage=%2Fcustom%2Findex.php,61.3,63.8,,cm,,,,
1999.3.A-J,ACMAA_1999-3-A--J.tif,Lunar Landscape,,sculpture,Louise Nevelson,1899,1988,American,female,artist,"Perislav, Russia","New York, New York",,,,,,,,,1959,1960,1960,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Painted wood,"abstract, Moon",http://www.cartermuseum.org/custom/acm_display.php?irn=87126&QueryPage=%2Fcustom%2Findex.php,218.4,124.5,35.6,cm,,,,
1999.32,ACMAA_1999-32.tif,Types of Saddle Horses,,watercolors,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1890,1895,ca. 1892,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of Paul Mellon",,Ink and opaque watercolor on paper,"horses, Animals",http://www.cartermuseum.org/artworks/326,53.3,74.3,,cm,,,,
1999.33.A,ACMAA_1999-33-A.tif,"Young Plants, frontispiece from Victoria Regia",,planographic prints,William Sharp,1803,1875,American,male,artist,"Ramsey, England",,,,,,,,,,1854,1854,1854,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Chromolithograph,"Flowers, Water lilies, Botanical illustrations, Plants",http://www.cartermuseum.org/custom/acm_display.php?irn=143254&QueryPage=%2Fcustom%2Findex.php,38.7,53.5,,cm,image,,,
1999.33.B,ACMAA_1999-33-B.tif,"Opening Flower, from Victoria Regia",,planographic prints,William Sharp,1803,1875,American,male,artist,"Ramsey, England",,,,,,,,,,1854,1854,1854,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Chromolithograph,"Plants, Water lilies, flowers, close-up views, Botanical illustrations",http://www.cartermuseum.org/custom/acm_display.php?irn=129078&QueryPage=%2Fcustom%2Findex.php,38.4,53.3,,cm,image,,,
1999.33.C,ACMAA_1999-33-C.tif,"Under Side of Leaf, from Victoria Regia",,planographic prints,William Sharp,1803,1875,American,male,artist,"Ramsey, England",,,,,,,,,,1854,1854,1854,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Chromolithograph,"Plants, Water lilies, flowers, close-up views, Botanical illustrations",http://www.cartermuseum.org/custom/acm_display.php?irn=116583&QueryPage=%2Fcustom%2Findex.php,39.9,53.5,,cm,,,,
1999.33.D,ACMAA_1999-33-D.tif,"Intermediate Stages of Bloom, from Victoria Regia",,planographic prints,William Sharp,1803,1875,American,male,artist,"Ramsey, England",,,,,,,,,,1854,1854,1854,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Chromolithograph,"flowers, Water lilies, water lily, Botanical illustrations, Plants",http://www.cartermuseum.org/custom/acm_display.php?irn=43793&QueryPage=%2Fcustom%2Findex.php,39.7,53.3,,cm,,,,
1999.33.E,ACMAA_1999-33-E.tif,"Complete Bloom, from Victoria Regia",,planographic prints,William Sharp,1803,1875,American,male,artist,"Ramsey, England",,,,,,,,,,1854,1854,1854,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Chromolithograph,"flowers, Water lilies, water lily, Botanical illustrations, Plants",http://www.cartermuseum.org/custom/acm_display.php?irn=33834&QueryPage=%2Fcustom%2Findex.php,38.1,53.3,,cm,,,,
1999.33.F,ACMAA_1999-33-F.tif,"View of the Form of the Flower Mentioned on the Thirteenth Page, from Victoria Regia",,planographic prints,William Sharp,1803,1875,American,male,artist,"Ramsey, England",,,,,,,,,,1854,1854,1854,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Chromolithograph,"Plants, Water lilies, flowers, close-up views, Botanical illustrations, reflections",http://www.cartermuseum.org/custom/acm_display.php?irn=45976&QueryPage=%2Fcustom%2Findex.php,38.3,53.5,,cm,,,,
2000.12,ACMAA_2000-12.tif,Street Musicians,,planographic prints,William Henry Johnson,1901,1970,American,male,artist,"Florence, South Carolina","Long Island, New York",,,,,,,,,1942,1943,1943,"Amon Carter Museum of American Art, Fort Worth, Texas",,Modified screen print,"Musicians, musical instruments, guitars, group portraits, Couples, African American",http://www.cartermuseum.org/custom/acm_display.php?irn=7928&QueryPage=%2Fcustom%2Findex.php,44.5,29.4,,cm,,,,
2000.13,ACMAA_2000-13.tif,Three Friends,,planographic prints,William Henry Johnson,1901,1970,American,male,artist,"Florence, South Carolina","Long Island, New York",,,,,,,,,1944,1945,1945,"Amon Carter Museum of American Art, Fort Worth, Texas",,Modified screen print,"African-American, group portraits, women, girls",http://www.cartermuseum.org/custom/acm_display.php?irn=19954&QueryPage=%2Fcustom%2Findex.php,39.2,29.2,,cm,,,,
2000.14,ACMAA_2000-14.tif,"Bust of the ""Greek Slave""",,sculpture,Hiram Powers,1805,1873,American,male,artist,"Woodstock, Vermont","Florence, Italy",,,,,,,,,1845,1855,after 1845-1846,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds from the Ruth Carter Stevenson Acquisitions Endowment",,Marble,"Greek, portraits, women, busts, profiles",http://www.cartermuseum.org/custom/acm_display.php?irn=27471&QueryPage=%2Fcustom%2Findex.php,64.8,48.3,25.4,cm,,,,
2000.15.A,ACMAA_2000-15-A.tif,The Freedman,,sculpture,John Quincy Adams Ward,1830,1910,American,male,artist,"Urbana, Ohio","New York, New York",,,,,,,,,1863,1863,1863,"Amon Carter Museum of American Art, Fort Worth, Texas",,Bronze,"African American, slavery, slaves, shackles",http://www.cartermuseum.org/custom/acm_display.php?irn=133119&QueryPage=%2Fcustom%2Findex.php,50.2,36.2,26.7,cm,,,,
2000.16,ACMAA_2000-16.tif,The Indian Hunter,,sculpture,John Quincy Adams Ward,1830,1910,American,male,artist,"Urbana, Ohio","New York, New York",,,,,,,,,1857,1859,1859,"Amon Carter Museum of American Art, Fort Worth, Texas, Purchase with funds provided by the Council of the Amon Carter Museum of American Art",,Bronze,"Indians of North America, dogs, hunting, hunters",http://www.cartermuseum.org/custom/acm_display.php?irn=121553&QueryPage=%2Fcustom%2Findex.php,40.6,38,21.6,cm,,,,
2000.2,ACMAA_2000-2.tif,"The Commencement of Capt. Philip Kearny's Famous Charge, Ixtachehuatl",,paintings,James Walker,1819,1889,American,male,artist,"Northamptonshire, England","Watsonville, California",,,,,,,,,1845,1850,ca. 1850,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on academy board,"U.S.-Mexican War, battles, Mexico, U.S. Army, horses",http://www.cartermuseum.org/custom/acm_display.php?irn=125846&QueryPage=%2Fcustom%2Findex.php,14.5,22,,cm,,,,
2000.3,ACMAA_2000-3.tif,"The Termination of Kearnyís Charge Up To The Gate of San Antonio, Mexico City",,paintings,James Walker,1819,1889,American,male,artist,"Northamptonshire, England","Watsonville, California",,,,,,,,,1845,1850,ca. 1850,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on academy board,"U.S.-Mexican War, battles, Mexico City",http://www.cartermuseum.org/custom/acm_display.php?irn=125847&QueryPage=%2Fcustom%2Findex.php,25.7,46.4,,cm,,,,
2000.8,ACMAA_2000-8.tif,First View of the Big Colorado River,,watercolors,Richard H. Kern,1821,1853,American,male,artist,"Philadelphia, Pennsylvania","Sevier Lake, Utah",,,,,,,,,1852,1852,1852,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor on paper,"Colorado, landscapes, Rocky Mountains",http://www.cartermuseum.org/custom/acm_display.php?irn=95892&QueryPage=%2Fcustom%2Findex.php,20,25.24,,cm,image,,,
2000.9,ACMAA_2000-9.tif,Fright,,planographic prints,William Henry Johnson,1901,1970,American,male,artist,"Florence, South Carolina","Long Island, New York",,,,,,,,,1940,1945,ca. 1942,"Amon Carter Museum of American Art, Fort Worth, Texas",,Modified screen print,"African-American, family",http://www.cartermuseum.org/custom/acm_display.php?irn=4016&QueryPage=%2Fcustom%2Findex.php,43.2,35.1,,cm,,,,
2001.12,ACMAA_2001-12.tif,Speke Shore,,intaglio prints,James McNeill Whistler,1834,1903,American,male,artist,"Lowell, Massachusetts","London, England",,,,,,,,,1870,1880,ca. 1875,"Amon Carter Museum of American Art, Fort Worth, Texas",,Drypoint,"Liverpool, England, coastlines, landscapes, Europe",http://www.cartermuseum.org/custom/acm_display.php?irn=147455&QueryPage=%2Fcustom%2Findex.php,15.4,22.9,,cm,image,,,
2001.15.1,ACMAA_2001-15-1.tif,Aberdeen-Angus Bull: Black Knight of Auchterarder,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2001",,Bronze,"Animals, Cattle, Bulls",http://www.cartermuseum.org/custom/acm_display.php?irn=147499&QueryPage=%2Fcustom%2Findex.php,10.8,18.3,6.4,cm,,,,
2001.15.10,ACMAA_2001-15-10.tif,Percheron Mare (Messaline) and Foal,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2010",,Bronze,"Animals, Horses, Baby animals",http://www.cartermuseum.org/custom/acm_display.php?irn=147509&QueryPage=%2Fcustom%2Findex.php,14.8,17.8,7,cm,,,,
2001.15.11,ACMAA_2001-15-11.tif,Percheron Stallion: Rhum,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2011",,Bronze,"Animals, Horses",http://www.cartermuseum.org/custom/acm_display.php?irn=147509&QueryPage=%2Fcustom%2Findex.php,16.2,5.6,16.5,cm,,,,
2001.15.12,ACMAA_2001-15-12.tif,Shire Stallion: Field Marshall V,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2012",,Bronze,"Animals, Horses",http://www.cartermuseum.org/custom/acm_display.php?irn=147498&QueryPage=%2Fcustom%2F,16.7,16.7,5,cm,,,,
2001.15.13,ACMAA_2001-15-13.tif,Shire Stallion: Harboro 'Nulli Secundus,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2013",,Bronze,"Animals, Horses",http://www.cartermuseum.org/custom/acm_display.php?irn=147511&QueryPage=%2Fcustom%2Findex.php,17.1,17.8,5.6,cm,,,,
2001.15.14,ACMAA_2001-15-14.tif,Shorthorn Bull: Bridgebank Paymaster,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2014",,Bronze,"Animals, Cattle, Bulls",http://www.cartermuseum.org/custom/acm_display.php?irn=147512&QueryPage=%2Fcustom%2Findex.php,10.2,17.1,5.7,cm,,,,
2001.15.15,ACMAA_2001-15-15.tif,Southdown Ewe: Sandringham Ewe No. 10 of 1921,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2015",,Bronze,"Sheep, Animals",http://www.cartermuseum.org/custom/acm_display.php?irn=147513&QueryPage=%2Fcustom%2Findex.php,7,6.7,2.9,cm,,,,
2001.15.16,ACMAA_2001-15-16.tif,Suffolk Punch Stallion: Sudbourne Premier,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2016",,Bronze,"Horses, Animals",http://www.cartermuseum.org/custom/acm_display.php?irn=147514&QueryPage=%2Fcustom%2Findex.php,13.8,16.8,5.1,cm,,,,
2001.15.17,ACMAA_2001-15-17.tif,The Thoroughbred Horse (Composite Type),,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2017",,Bronze,"Animals, Horses",http://www.cartermuseum.org/custom/acm_display.php?irn=147515&QueryPage=%2Fcustom%2Findex.php,12.7,17.3,3.8,cm,,,,
2001.15.18,ACMAA_2001-15-18.tif,Thoroughbred (Polymelus),,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2018",,Bronze,"Animals, Horses",http://www.cartermuseum.org/custom/acm_display.php?irn=147516&QueryPage=%2Fcustom%2Findex.php,14.8,16.5,3.8,cm,,,,
2001.15.2,ACMAA_2001-15-2.tif,Berkshire Boar: Highfield Royal Pygmalion,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2002",,Bronze,"Animals, Swine, Boars",http://www.cartermuseum.org/custom/acm_display.php?irn=147500&QueryPage=%2Fcustom%2Findex.php,5.1,10.2,3.8,cm,,,,
2001.15.3,ACMAA_2001-15-3.tif,The Chaser: Sergeant Murphy,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2003",,Bronze,"Animals, Horses",http://www.cartermuseum.org/custom/acm_display.php?irn=147501&QueryPage=%2Fcustom%2Findex.php,12.1,17.1,4.5,cm,,,,
2001.15.4,ACMAA_2001-15-4.tif,Dairy Shorthorn Cow: Lily Charter 2ND,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2004",,Bronze,"Animals, Cattle",http://www.cartermuseum.org/custom/acm_display.php?irn=147503&QueryPage=%2Fcustom%2Findex.php,10.3,15.9,5.1,cm,,,,
2001.15.5,ACMAA_2001-15-5.tif,Hereford Bull: Twyford Fairy Boy ,,sculpture,Herbert Haseltine,1877,1962,American,male,artist,"Rome, Italy","Paris, France",,,,,,,,,1925,1925,1925,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of Mr. and Mrs. Edward P. Bass in honor of Ruth Carter Stevenson on the occasion of the reopening of the Amon Carter Museum of American Art, 2005",,Bronze,"Animals, Cattle, Bulls",http://www.cartermuseum.org/custom/acm_display.php?irn=147504&QueryPage=%2Fcustom%2Findex.php,10.8,16.8,6.4,cm,,,,
